Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,2019_diff_2018,2020_diff_2019,2021_diff_2020,2022_diff_2021,2023_predict
서울특별시 서대문구,M,380,5692,390,5870,428,6349,415,6401,459,7037,529,8150,479,52,636,1113,small_increase
서울특별시 서대문구,N,301,6831,299,6549,306,6428,250,5161,231,5510,255,5291,-121,-1267,349,-219,small_decrease
서울특별시 서대문구,P,641,16685,597,16319,613,18143,560,17674,516,16238,556,17483,1824,-469,-1436,1245,small_increase
서울특별시 서대문구,Q,723,14348,720,15065,721,16189,733,15389,723,14321,764,15911,1124,-800,-1068,1590,small_increase
서울특별시 서대문구,R,271,1338,259,1384,280,1374,209,979,206,1048,221,1201,-10,-395,69,153,small_increase
서울특별시 서대문구,S,879,3485,834,3383,859,3279,757,3046,684,2986,738,3302,-104,-233,-60,316,small_increase
서울특별시 마포구,A,0,0,1,1,0,0,1,1,0,0,2,4,-1,1,-1,4,big_increase
서울특별시 마포구,B,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,-6,big_increase
서울특별시 마포구,C,797,4409,806,4689,772,4616,656,3888,694,4059,702,3734,-73,-728,171,-325,small_increase
서울특별시 마포구,D,8,425,11,464,10,484,10,474,9,448,9,500,20,-10,-26,52,big_increase
서울특별시 마포구,E,11,210,13,250,15,253,19,268,22,294,24,318,3,15,26,24,big_increase
서울특별시 마포구,F,858,15784,790,14433,771,13410,687,15003,757,16114,732,15652,-1023,1593,1111,-462,small_increase
서울특별시 마포구,G,4637,30246,4546,31328,4757,31291,4402,28772,4343,30285,4219,30128,-37,-2519,1513,-157,small_decrease
서울특별시 마포구,H,697,9628,680,10066,657,8610,639,8709,687,8417,665,7968,-1456,99,-292,-449,small_increase
서울특별시 마포구,I,5375,24938,5386,27124,5616,25506,4132,18767,4178,19336,4435,21283,-1618,-6739,569,1947,small_decrease
서울특별시 마포구,J,1973,34695,1923,37674,1827,36724,1946,39334,2476,46847,2863,48948,-950,2610,7513,2101,small_increase
서울특별시 마포구,K,457,11280,459,10705,450,10015,456,10014,510,11533,532,10055,-690,-1,1519,-1478,small_increase
서울특별시 마포구,L,861,4586,938,4849,1006,4790,993,4316,864,4810,908,4920,-59,-474,494,110,small_increase
서울특별시 마포구,M,1885,18927,1989,19728,2003,19636,2073,20229,2397,22399,2416,22185,-92,593,2170,-214,small_increase
서울특별시 마포구,N,878,36149,872,34220,889,35099,823,30572,909,31440,892,30644,879,-4527,868,-796,small_increase
서울특별시 마포구,P,1005,12365,1026,12426,1087,11872,1009,11215,938,12302,979,11875,-554,-657,1087,-427,small_increase
서울특별시 마포구,Q,1115,10338,1105,10614,1151,11096,1145,11783,1148,12207,1178,12771,482,687,424,564,small_increase
서울특별시 마포구,R,552,3405,601,3958,578,3644,466,2424,481,2713,497,2771,-314,-1220,289,58,small_decrease
서울특별시 마포구,S,1412,7387,1425,7783,1404,7825,1120,7235,1117,6948,1153,7211,42,-590,-287,263,small_increase
서울특별시 양천구,A,0,0,0,0,0,0,1,26,1,2,0,0,0,26,-24,-2,big_increase
서울특별시 양천구,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
서울특별시 양천구,C,716,4579,672,4235,626,3863,555,3363,596,3301,616,3316,-372,-500,-62,15,small_increase
서울특별시 양천구,D,2,270,2,266,2,268,2,266,2,282,3,289,2,-2,16,7,big_increase
서울특별시 양천구,E,18,304,17,301,18,306,20,387,19,322,19,324,5,81,-65,2,big_increase
서울특별시 양천구,F,725,9598,711,10290,708,8974,462,8251,555,8409,584,8237,-1316,-723,158,-172,small_increase
서울특별시 양천구,G,2795,13910,2589,14119,2724,14187,2224,11721,2379,12652,2584,12958,68,-2466,931,306,small_decrease
서울특별시 양천구,H,342,8376,350,8094,356,7624,331,5944,354,6926,370,5730,-470,-1680,982,-1196,small_decrease
서울특별시 양천구,I,1984,9207,1935,9599,2070,10096,1531,7543,1680,8399,1804,9152,497,-2553,856,753,small_decrease
서울특별시 양천구,J,224,4665,214,4774,212,4593,204,4514,258,5161,318,4575,-181,-79,647,-586,small_increase
서울특별시 양천구,K,189,2466,184,2522,177,2223,167,2102,167,2446,178,2715,-299,-121,344,269,small_increase
서울특별시 양천구,L,526,2835,491,2737,568,2865,532,2766,552,2835,569,2629,128,-99,69,-206,small_increase
서울특별시 양천구,M,543,2743,556,2867,550,2866,530,2919,605,3079,582,2678,-1,53,160,-401,small_increase
서울특별시 양천구,N,242,4648,246,5245,260,4679,222,4327,278,4792,268,5820,-566,-352,465,1028,small_decrease
서울특별시 양천구,P,1289,9590,1184,9456,1226,9846,1141,8686,1090,8900,1170,9816,390,-1160,214,916,small_increase
서울특별시 양천구,Q,1166,12939,1156,14016,1181,15245,1151,15592,1157,16238,1203,17489,1229,347,646,1251,small_increase
서울특별시 양천구,R,412,2385,406,2364,449,2575,272,1557,286,1812,318,1933,211,-1018,255,121,small_decrease
서울특별시 양천구,S,1027,4197,1017,4300,1016,4219,851,3655,809,3888,842,3731,-81,-564,233,-157,small_increase
서울특별시 강서구,A,0,0,0,0,0,0,0,0,2,8,3,9,0,0,8,1,big_increase
서울특별시 강서구,B,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,big_increase
서울특별시 강서구,C,782,6352,785,6668,801,6800,784,6743,851,6781,897,6945,132,-57,38,164,small_increase
서울특별시 강서구,D,5,425,7,465,8,513,12,483,14,481,8,467,48,-30,-2,-14,big_increase
서울특별시 강서구,E,35,625,37,656,35,676,34,734,46,833,47,847,20,58,99,14,big_increase
서울특별시 강서구,F,887,13042,952,13948,1008,15319,933,13962,1082,15831,1145,17050,1371,-1357,1869,1219,small_increase
서울특별시 강서구,G,5108,29726,5252,32810,5596,32395,5251,29799,5532,33023,5662,33548,-415,-2596,3224,525,small_decrease
서울특별시 강서구,H,918,47410,970,45735,1009,44671,1015,45140,1064,42551,1116,43793,-1064,469,-2589,1242,small_increase
서울특별시 강서구,I,3244,16509,3351,17789,3736,18836,2905,14235,3110,15240,3285,16943,1047,-4601,1005,1703,small_increase
서울특별시 강서구,J,537,10780,676,10697,734,11115,860,11456,1127,15393,1369,16525,418,341,3937,1132,small_increase
서울특별시 강서구,K,283,3960,309,3968,337,4656,332,4959,374,4765,379,4787,688,303,-194,22,small_increase
서울특별시 강서구,L,1024,5979,1131,6356,1198,7691,1098,5793,1259,6241,1338,5934,1335,-1898,448,-307,small_decrease
서울특별시 강서구,M,777,17225,978,22960,1086,25518,1242,25958,1546,29603,1688,32363,2558,440,3645,2760,small_increase
서울특별시 강서구,N,438,17144,540,17440,636,17500,610,18174,688,21633,713,22356,60,674,3459,723,small_increase
서울특별시 강서구,P,965,8705,969,9086,1007,8865,919,8477,925,8679,959,9018,-221,-388,202,339,small_increase
서울특별시 강서구,Q,1499,17658,1536,19327,1594,22311,1564,23306,1550,23662,1621,26058,2984,995,356,2396,small_increase
서울특별시 강서구,R,512,2619,539,2951,592,3159,426,2446,463,2707,511,3286,208,-713,261,579,small_decrease
서울특별시 강서구,S,1467,6718,1448,6717,1525,7028,1271,5793,1309,6813,1363,6407,311,-1235,1020,-406,small_decrease
서울특별시 구로구,A,1,1,1,1,1,20,2,3,4,14,5,13,19,-17,11,-1,big_increase
서울특별시 구로구,B,0,0,1,1,1,1,0,0,0,0,1,1,0,-1,0,1,big_increase
서울특별시 구로구,C,2346,17372,2261,15969,2282,16783,2099,15380,2124,14921,2089,14276,814,-1403,-459,-645,small_increase
서울특별시 구로구,D,7,102,8,104,7,127,4,101,3,91,4,99,23,-26,-10,8,big_increase
서울특별시 구로구,E,12,188,15,375,16,431,18,492,16,351,17,368,56,61,-141,17,big_increase
서울특별시 구로구,F,780,11442,762,11467,854,13124,736,14348,776,13905,763,13002,1657,1224,-443,-903,small_increase
서울특별시 구로구,G,7409,34522,7217,34797,6932,33703,6764,30765,6900,32533,6862,32595,-1094,-2938,1768,62,small_decrease
서울특별시 구로구,H,256,5028,248,4511,270,4596,224,5483,242,5491,231,5585,85,887,8,94,small_increase
서울특별시 구로구,I,2617,11728,2631,12293,2515,11841,1967,9336,2031,9150,2151,10388,-452,-2505,-186,1238,small_decrease
서울특별시 구로구,J,1845,29401,1837,29477,1907,29864,1874,29968,2047,33920,2298,35245,387,104,3952,1325,small_increase
서울특별시 구로구,K,403,8309,410,8203,434,8354,387,7739,406,8559,414,8701,151,-615,820,142,small_increase
서울특별시 구로구,L,603,3619,663,3625,812,3733,855,3439,907,4782,934,4371,108,-294,1343,-411,small_increase
서울특별시 구로구,M,1181,15175,1230,15782,1308,15211,1365,15736,1501,17976,1509,17902,-571,525,2240,-74,small_increase
서울특별시 구로구,N,540,23821,542,25160,604,29804,549,24502,576,25550,581,27361,4644,-5302,1048,1811,small_increase
서울특별시 구로구,P,655,6330,660,6734,742,7359,619,6285,648,6911,622,6928,625,-1074,626,17,small_decrease
서울특별시 구로구,Q,1093,13638,1089,14628,1108,15741,1113,16820,1137,17377,1175,19190,1113,1079,557,1813,small_increase
서울특별시 구로구,R,369,1709,393,1926,440,2183,293,1631,278,1560,304,1647,257,-552,-71,87,small_increase
서울특별시 구로구,S,962,5344,945,5247,972,5596,852,4632,825,4332,835,4163,349,-964,-300,-169,small_increase
서울특별시 금천구,A,1,4,2,8,0,0,1,1,1,2,1,2,-8,1,1,0,big_increase
서울특별시 금천구,B,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
서울특별시 금천구,C,4129,38595,4104,38874,4147,38492,3983,35339,4085,35013,4215,35988,-382,-3153,-326,975,small_decrease
서울특별시 금천구,D,4,12,3,7,6,84,4,77,5,87,5,102,77,-7,10,15,big_increase
서울특별시 금천구,E,18,217,18,189,21,211,19,227,17,267,18,273,22,16,40,6,big_increase
서울특별시 금천구,F,950,15683,942,17663,975,16385,869,14208,977,15204,1032,13890,-1278,-2177,996,-1314,small_decrease
서울특별시 금천구,G,5945,38293,5833,38460,6053,37694,5870,35726,5964,34335,6247,34424,-766,-1968,-1391,89,small_decrease
서울특별시 금천구,H,373,6342,387,6628,407,6499,362,5089,393,5232,423,5688,-129,-1410,143,456,small_decrease
서울특별시 금천구,I,1832,8226,1820,8863,1898,8627,1470,6609,1574,6795,1700,7324,-236,-2018,186,529,small_increase
서울특별시 금천구,J,2184,35955,2303,37864,2539,39503,2702,39533,3127,42644,3713,45739,1639,30,3111,3095,small_increase
서울특별시 금천구,K,205,2479,205,2445,226,2403,226,2630,256,2577,282,2616,-42,227,-53,39,small_increase
서울특별시 금천구,L,463,2532,493,2550,647,2771,661,3378,752,3639,1048,3916,221,607,261,277,small_increase
서울특별시 금천구,M,1690,25791,1875,27656,2097,31222,2196,29622,2460,32105,2809,32959,3566,-1600,2483,854,small_increase
서울특별시 금천구,N,507,20823,551,20356,637,23850,623,22634,738,24947,832,24894,3494,-1216,2313,-53,small_increase
서울특별시 금천구,P,391,3337,406,4174,417,4201,370,3884,388,4210,418,4565,27,-317,326,355,small_increase
서울특별시 금천구,Q,666,7045,662,6992,687,7792,686,8622,689,8633,709,9407,800,830,11,774,small_increase
서울특별시 금천구,R,209,990,200,1031,225,1112,160,765,174,868,193,917,81,-347,103,49,small_increase
서울특별시 금천구,S,804,3707,775,3971,821,4248,756,4278,729,3912,760,3570,277,30,-366,-342,small_increase
서울특별시 영등포구,A,0,0,0,0,0,0,0,0,3,5,3,6,0,0,5,1,big_increase
서울특별시 영등포구,B,2,19,3,13,2,4,2,4,2,5,0,0,-9,0,1,-5,big_increase
서울특별시 영등포구,C,2102,11704,1950,11297,1898,11092,1699,9798,1653,9610,1640,9740,-205,-1294,-188,130,small_increase
서울특별시 영등포구,D,9,761,11,781,11,774,13,772,14,858,10,835,-7,-2,86,-23,big_increase
서울특별시 영등포구,E,18,520,16,331,22,350,20,301,21,375,22,349,19,-49,74,-26,big_increase
서울특별시 영등포구,F,1054,23284,989,22909,1015,21158,897,20891,961,25120,980,18201,-1751,-267,4229,-6919,small_increase
서울특별시 영등포구,G,6548,46382,6088,46897,6367,47490,5906,45311,6392,47123,6245,45387,593,-2179,1812,-1736,small_increase
서울특별시 영등포구,H,509,8722,521,7846,528,7169,497,7090,548,6676,558,8199,-677,-79,-414,1523,small_decrease
서울특별시 영등포구,I,4323,22171,4174,23327,4478,23928,3542,18554,3654,19486,3698,20154,601,-5374,932,668,small_increase
서울특별시 영등포구,J,1492,28234,1432,30406,1358,29792,1474,29213,1982,38082,2392,40573,-614,-579,8869,2491,small_increase
서울특별시 영등포구,K,1044,53966,1116,56549,1224,58846,1447,59210,1628,64435,1604,69137,2297,364,5225,4702,small_increase
서울특별시 영등포구,L,968,10160,969,7696,1120,9042,1104,8397,1143,8433,1275,7261,1346,-645,36,-1172,small_increase
서울특별시 영등포구,M,1885,30793,1935,32057,2030,35323,2176,32514,2604,39995,2901,41258,3266,-2809,7481,1263,small_increase
서울특별시 영등포구,N,887,58164,869,61485,888,62007,827,60972,958,61393,967,59650,522,-1035,421,-1743,small_increase
서울특별시 영등포구,P,713,5476,676,5260,668,5363,667,5122,707,5102,707,5203,103,-241,-20,101,small_increase
서울특별시 영등포구,Q,1143,15901,1149,16971,1159,17376,1184,17830,1194,18676,1226,20380,405,454,846,1704,small_increase
서울특별시 영등포구,R,434,2847,459,2926,512,3005,346,2638,344,2497,373,2907,79,-367,-141,410,small_increase
서울특별시 영등포구,S,1340,10067,1330,10063,1353,9941,1153,8938,1168,9018,1196,9246,-122,-1003,80,228,small_increase
서울특별시 동작구,A,0,0,0,0,0,0,1,1,2,3,2,6,0,1,2,3,big_increase
서울특별시 동작구,B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
서울특별시 동작구,C,310,1724,279,1573,273,1622,236,1338,247,1149,248,1183,49,-284,-189,34,small_increase
서울특별시 동작구,D,3,142,3,147,2,117,2,148,2,140,2,140,-30,31,-8,0,big_increase
서울특별시 동작구,E,12,232,11,238,11,261,13,243,18,270,14,268,23,-18,27,-2,big_increase
서울특별시 동작구,F,376,4681,369,7284,415,5764,290,3838,290,3616,284,3928,-1520,-1926,-222,312,small_increase
서울특별시 동작구,G,2013,11207,1980,11147,1949,10740,1766,9317,1714,8301,1714,8660,-407,-1423,-1016,359,small_increase
서울특별시 동작구,H,109,1281,111,1094,104,1393,76,1109,75,1120,77,1246,299,-284,11,126,small_increase
서울특별시 동작구,I,2347,10170,2254,10282,2381,10704,1722,7362,1716,7354,1800,8189,422,-3342,-8,835,small_decrease
서울특별시 동작구,J,184,3880,168,4091,177,3910,175,4392,226,4919,273,4373,-181,482,527,-546,small_increase
서울특별시 동작구,K,189,3547,182,3631,168,3273,169,3706,163,3427,161,3264,-358,433,-279,-163,small_increase
서울특별시 동작구,L,511,4540,529,4954,544,4792,491,4226,517,2821,514,2846,-162,-566,-1405,25,small_increase
서울특별시 동작구,M,306,6511,311,5936,340,6301,336,6212,379,7099,378,6961,365,-89,887,-138,small_increase
서울특별시 동작구,N,209,13645,190,10852,209,6856,169,5897,189,8022,181,7098,-3996,-959,2125,-924,small_decrease
서울특별시 동작구,P,697,12233,714,12478,712,10897,626,9084,604,9780,632,10360,-1581,-1813,696,580,small_decrease
서울특별시 동작구,Q,946,12286,941,13022,979,13669,988,13861,985,15234,1005,15533,647,192,1373,299,small_increase
서울특별시 동작구,R,399,1902,362,1966,377,2107,263,1247,252,1214,274,1516,141,-860,-33,302,small_increase
서울특별시 동작구,S,825,3259,796,3330,825,3534,671,2923,655,2895,659,2969,204,-611,-28,74,small_increase
서울특별시 관악구,A,0,0,0,0,0,0,1,12,2,18,2,17,0,12,6,-1,big_increase
서울특별시 관악구,B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
서울특별시 관악구,C,734,4603,661,4133,632,3715,580,3198,611,3255,552,2946,-418,-517,57,-309,small_increase
서울특별시 관악구,D,0,0,0,0,1,4,0,0,0,0,0,0,4,-4,0,0,big_increase
서울특별시 관악구,E,11,170,10,182,8,169,8,170,11,248,10,201,-13,1,78,-47,big_increase
서울특별시 관악구,F,462,8244,458,7526,510,7803,390,8399,441,8817,448,6978,277,596,418,-1839,small_increase
서울특별시 관악구,G,2378,12741,2226,11570,2351,11866,2046,9470,2060,9841,2017,9594,296,-2396,371,-247,small_decrease
서울특별시 관악구,H,102,2610,99,2423,108,2166,80,1871,90,1875,86,1760,-257,-295,4,-115,small_increase
서울특별시 관악구,I,2953,13486,2749,13517,3104,14265,2133,9750,2300,10671,2426,11589,748,-4515,921,918,small_decrease
서울특별시 관악구,J,234,2784,214,2796,201,2781,214,2561,281,3308,366,3719,-15,-220,747,411,small_increase
서울특별시 관악구,K,163,2163,152,1832,151,1949,138,1658,156,1668,157,1651,117,-291,10,-17,small_increase
서울특별시 관악구,L,595,3017,598,3031,682,3333,510,2436,602,2880,580,2735,302,-897,444,-145,small_decrease
서울특별시 관악구,M,448,4574,459,4420,503,4807,501,4940,569,5762,582,5344,387,133,822,-418,small_increase
서울특별시 관악구,N,239,6926,234,6125,272,5551,219,5127,236,5112,225,7060,-574,-424,-15,1948,small_decrease
서울특별시 관악구,P,699,5667,655,5380,687,5592,567,4829,612,5495,625,5670,212,-763,666,175,small_decrease
서울특별시 관악구,Q,1136,11189,1139,12637,1134,13183,1111,14123,1143,15211,1189,15043,546,940,1088,-168,small_increase
서울특별시 관악구,R,450,2229,464,2287,478,2522,323,1765,347,1758,372,1908,235,-757,-7,150,small_increase
서울특별시 관악구,S,1098,4105,1051,4013,1091,4059,890,3519,868,3485,865,3144,46,-540,-34,-341,small_increase
서울특별시 서초구,A,4,29,3,37,3,39,5,50,10,65,10,72,2,11,15,7,big_increase
서울특별시 서초구,B,2,5,4,30,4,30,2,32,1,4,1,4,0,2,-28,0,big_increase
서울특별시 서초구,C,694,5225,684,4968,730,5630,613,5288,805,5796,816,5734,662,-342,508,-62,small_increase
서울특별시 서초구,D,13,146,13,150,18,224,16,223,17,197,15,223,74,-1,-26,26,big_increase
서울특별시 서초구,E,13,280,14,273,15,299,19,352,24,377,29,443,26,53,25,66,big_increase
서울특별시 서초구,F,1550,68007,1399,61077,1378,62415,1275,66134,1484,61481,1474,68392,1338,3719,-4653,6911,small_increase
서울특별시 서초구,G,7939,63194,7634,62491,7646,61609,7376,58834,7758,60283,7695,57991,-882,-2775,1449,-2292,small_decrease
서울특별시 서초구,H,428,7947,451,8058,481,9084,445,10106,496,9107,492,9006,1026,1022,-999,-101,small_increase
서울특별시 서초구,I,4972,28930,4854,30887,4845,28761,3946,23058,3987,22404,3957,23230,-2126,-5703,-654,826,small_decrease
서울특별시 서초구,J,1906,28871,1839,29615,1935,31546,1998,32325,2678,40692,3204,43835,1931,779,8367,3143,small_increase
서울특별시 서초구,K,849,18157,851,18452,903,17695,870,17929,990,18118,1051,18728,-757,234,189,610,small_increase
서울특별시 서초구,L,2083,13871,2090,13123,2263,14742,2315,13798,2497,14554,2588,12283,1619,-944,756,-2271,small_increase
서울특별시 서초구,M,5322,63484,5576,67066,5784,68183,6118,70672,6792,76455,7028,77813,1117,2489,5783,1358,small_increase
서울특별시 서초구,N,1050,55622,1000,56213,1093,52892,1013,48830,1152,55333,1179,57412,-3321,-4062,6503,2079,small_increase
서울특별시 서초구,P,1624,15993,1609,16182,1634,16946,1497,16747,1514,18938,1498,19127,764,-199,2191,189,small_increase
서울특별시 서초구,Q,1568,19060,1540,20117,1535,20475,1518,21504,1605,23147,1704,25153,358,1029,1643,2006,small_increase
서울특별시 서초구,R,715,4471,681,4900,739,6119,574,5053,602,4536,607,4779,1219,-1066,-517,243,small_increase
서울특별시 서초구,S,1716,10970,1692,10626,1704,10647,1492,9610,1446,9732,1481,10265,21,-1037,122,533,small_increase
서울특별시 강남구,A,1,2,4,46,5,36,7,74,6,102,10,120,-10,38,28,18,big_increase
서울특별시 강남구,B,3,10,6,14,3,3,2,8,5,14,6,20,-11,5,6,6,big_increase
서울특별시 강남구,C,1166,15119,1101,14542,1204,16324,1175,15741,1536,17236,1651,16742,1782,-583,1495,-494,small_increase
서울특별시 강남구,D,25,1052,39,1222,35,1144,32,979,29,1177,28,1170,-78,-165,198,-7,small_increase
서울특별시 강남구,E,21,725,19,696,20,693,23,582,23,846,26,818,-3,-111,264,-28,big_increase
서울특별시 강남구,F,1826,55646,1695,49200,1622,46642,1486,48055,1808,54117,1781,56467,-2558,1413,6062,2350,small_increase
서울특별시 강남구,G,12963,129770,12204,132242,12424,139602,12078,129601,12595,138920,12686,131853,7360,-10001,9319,-7067,small_increase
서울특별시 강남구,H,640,8879,640,8917,680,8986,637,8032,688,8686,663,8608,69,-954,654,-78,small_increase
서울특별시 강남구,I,8983,53967,8598,55341,9122,56730,7460,46197,7684,44488,7756,47050,1389,-10533,-1709,2562,small_increase
서울특별시 강남구,J,4173,57496,3974,57885,3737,57949,3866,61723,5080,88596,6556,101317,64,3774,26873,12721,small_increase
서울특별시 강남구,K,1785,35780,1768,35026,1820,32407,1873,32436,1973,32962,2137,31433,-2619,29,526,-1529,small_increase
서울특별시 강남구,L,4040,27805,3988,27409,4227,28866,4190,28051,3725,24751,4116,24889,1457,-815,-3300,138,small_increase
서울특별시 강남구,M,7486,101846,7649,106289,7626,111024,8063,111467,9427,123286,10163,128315,4735,443,11819,5029,small_increase
서울특별시 강남구,N,1811,80938,1714,86539,1716,85644,1617,81872,1940,85157,1989,82400,-895,-3772,3285,-2757,small_increase
서울특별시 강남구,P,2650,23529,2525,23392,2682,24278,2455,23406,2499,23940,2613,24368,886,-872,534,428,small_increase
서울특별시 강남구,Q,2949,38963,2919,40966,2866,41445,2901,43878,3110,45576,3136,47419,479,2433,1698,1843,small_increase
서울특별시 강남구,R,1130,7566,1113,8278,1201,8230,897,6782,988,7236,1077,7703,-48,-1448,454,467,small_decrease
서울특별시 강남구,S,3011,20560,2897,20437,2841,19555,2298,17803,2329,16915,2393,17821,-882,-1752,-888,906,small_increase
서울특별시 송파구,A,9,315,7,273,6,276,7,128,13,179,18,64,3,-148,51,-115,big_increase
서울특별시 송파구,B,2,5,1,5,1,6,0,0,1,12,2,7,1,-6,12,-5,big_increase
서울특별시 송파구,C,941,8046,972,8452,988,8571,899,8129,1023,7966,1065,8469,119,-442,-163,503,small_increase
서울특별시 송파구,D,9,25,9,29,10,26,12,23,15,36,12,30,-3,-3,13,-6,big_increase
서울특별시 송파구,E,21,580,18,554,20,703,21,496,28,784,26,606,149,-207,288,-178,big_increase
서울특별시 송파구,F,1630,45017,1608,46152,1620,42336,1430,54254,1669,58668,1723,60247,-3816,11918,4414,1579,small_increase
서울특별시 송파구,G,9277,53581,8997,55108,9294,58584,8648,59351,9207,65896,9410,64850,3476,767,6545,-1046,small_increase
서울특별시 송파구,H,255,9626,288,10322,315,9289,287,9938,327,9437,352,10192,-1033,649,-501,755,small_increase
서울특별시 송파구,I,4626,24874,4741,26867,5007,26811,3833,20821,4026,21059,4304,23622,-56,-5990,238,2563,small_decrease
서울특별시 송파구,J,650,23105,741,26455,803,27357,870,27947,1237,32108,1518,34697,902,590,4161,2589,small_increase
서울특별시 송파구,K,492,8729,495,8381,506,9007,478,9098,502,8848,554,8686,626,91,-250,-162,small_increase
서울특별시 송파구,L,1445,12084,1473,12283,1561,12600,1400,12324,1547,11698,1643,12622,317,-276,-626,924,small_increase
서울특별시 송파구,M,1824,25052,2065,27209,2304,30369,2423,31301,2943,38146,3240,40973,3160,932,6845,2827,small_increase
서울특별시 송파구,N,656,30883,680,29561,728,27390,659,25799,764,22873,794,23636,-2171,-1591,-2926,763,small_decrease
서울특별시 송파구,P,1381,11837,1369,11980,1444,13036,1279,10634,1236,11171,1278,11450,1056,-2402,537,279,small_decrease
서울특별시 송파구,Q,1720,23954,1739,25367,1800,27630,1811,28497,1825,28432,1901,29588,2263,867,-65,1156,small_increase
서울특별시 송파구,R,790,7107,844,7899,865,7152,562,5772,602,5739,695,6644,-747,-1380,-33,905,small_increase
서울특별시 송파구,S,1881,8449,1857,8447,1863,8614,1533,7394,1460,7070,1542,7557,167,-1220,-324,487,small_increase
서울특별시 강동구,A,4,48,3,40,0,0,2,11,5,19,5,135,-40,11,8,116,big_increase
서울특별시 강동구,B,0,0,0,0,0,0,0,0,1,3,1,1,0,0,3,-2,big_increase
서울특별시 강동구,C,913,5579,814,4385,739,4087,623,3381,643,3087,629,3143,-298,-706,-294,56,small_increase
서울특별시 강동구,D,3,94,2,89,1,4,3,7,6,25,6,46,-85,3,18,21,big_increase
서울특별시 강동구,E,10,240,11,244,12,238,14,185,17,256,16,171,-6,-53,71,-85,big_increase
서울특별시 강동구,F,905,17089,890,18891,845,16773,648,15191,745,16612,735,16108,-2118,-1582,1421,-504,small_decrease
서울특별시 강동구,G,3474,20288,3187,19445,3415,19886,2761,17048,3020,18709,3041,18354,441,-2838,1661,-355,small_increase
서울특별시 강동구,H,170,4304,171,4679,184,4128,143,4066,147,3858,150,4200,-551,-62,-208,342,small_increase
서울특별시 강동구,I,2777,12392,2581,11999,2888,12815,1994,8816,2187,9753,2213,10391,816,-3999,937,638,small_decrease
서울특별시 강동구,J,186,1731,161,1491,151,1518,163,1994,213,1896,273,2367,27,476,-98,471,big_increase
서울특별시 강동구,K,258,4116,240,3645,210,3247,201,2914,207,2922,218,2875,-398,-333,8,-47,small_increase
서울특별시 강동구,L,673,3258,678,3224,821,3763,686,3040,722,3395,695,3055,539,-723,355,-340,small_decrease
서울특별시 강동구,M,459,5747,489,6830,477,6851,470,6852,536,7232,591,7666,21,1,380,434,small_increase
서울특별시 강동구,N,303,13606,316,12572,331,12017,271,10932,325,12446,345,11331,-555,-1085,1514,-1115,small_decrease
서울특별시 강동구,P,868,7362,804,7121,824,6728,780,6429,822,6855,824,7141,-393,-299,426,286,small_increase
서울특별시 강동구,Q,1201,16966,1219,18174,1241,18781,1244,20919,1309,22895,1362,24729,607,2138,1976,1834,small_increase
서울특별시 강동구,R,456,2433,408,2210,403,2159,275,1507,283,1597,303,1831,-51,-652,90,234,small_increase
